vehicle_id,type,lat,lng,base_risk,traffic_factor,anomaly_score,driver_fatigue,speed,fuel_level,route_name,convoy_id,convoy_size,convoy_rank,convoy_spacing_nm,sea_condition,sea_congestion,route_progress
V-01245,vehicle,14.558202,75.670607,0.8675,0.8745,0.5999,0.8318,45.59,61.22,,,0,0,0.0,,0.0,0.0
V-01246,vehicle,14.47417,76.063151,0.5527,0.6778,0.2592,0.7602,52.57,69.92,,,0,0,0.0,,0.0,0.0
V-01247,vehicle,15.409669,74.99385,0.6377,0.8322,0.4315,0.7845,50.97,74.5,,,0,0,0.0,,0.0,0.0
V-01248,vehicle,14.749602,76.235128,0.2319,0.3315,0.0952,0.5468,57.85,24.84,,,0,0,0.0,,0.0,0.0
V-01249,vehicle,12.489566,77.007999,0.5633,0.6468,0.169,0.502,66.78,42.82,,,0,0,0.0,,0.0,0.0
V-01250,vehicle,14.913324,75.123887,0.3821,0.5112,0.1858,0.6766,54.68,63.88,,,0,0,0.0,,0.0,0.0
V-01251,vehicle,13.049687,76.557239,0.7063,0.8864,0.3549,0.5572,56.14,79.94,,,0,0,0.0,,0.0,0.0
V-01252,ship,17.481557,63.465978,0.9897,0.5472,0.4812,0.1954,11.18,59.15,Karnataka-SouthernCurve-Dubai,CONVOY-032,5,1,1.01,calm,0.0,0.559
V-01253,vehicle,13.553183,77.745465,0.7709,0.8364,0.3708,0.6279,37.35,73.31,,,0,0,0.0,,0.0,0.0
V-01254,vehicle,14.319681,76.29946,0.0913,0.5603,0.2321,0.5568,53.04,78.77,,,0,0,0.0,,0.0,0.0
V-01255,vehicle,12.06883,76.50505,0.1453,0.3642,0.1644,0.4633,76.96,74.7,,,0,0,0.0,,0.0,0.0
V-01256,vehicle,25.090204,55.14961,0.3172,0.4743,0.1681,0.4464,59.38,86.21,,,0,0,0.0,,0.0,0.0
V-01257,vehicle,14.444028,76.880521,0.4303,0.656,0.3143,0.5692,62.29,40.08,,,0,0,0.0,,0.0,0.0
V-01258,vehicle,15.158951,76.592119,0.3969,0.6004,0.2313,0.6519,40.66,98.72,,,0,0,0.0,,0.0,0.0
V-01259,vehicle,13.160878,75.154714,0.8738,0.8616,0.9238,0.8743,32.06,45.9,,,0,0,0.0,,0.0,0.0
V-01260,ship,20.871191,61.046071,0.818,0.396,0.3643,0.0611,22.98,65.93,Karnataka-MidSea-Dubai,CONVOY-091,5,2,1.38,calm,0.0,0.6796
V-01261,vehicle,12.321535,76.274626,0.8996,0.9592,0.6035,0.8048,38.24,31.59,,,0,0,0.0,,0.0,0.0
V-01262,vehicle,16.14811,74.547881,0.0948,0.3371,0.082,0.586,49.1,38.08,,,0,0,0.0,,0.0,0.0
V-01263,vehicle,12.9479,76.803283,0.1612,0.4233,0.0671,0.6321,67.25,96.59,,,0,0,0.0,,0.0,0.0
V-01264,vehicle,13.82047,76.648297,0.159,0.3677,0.2043,0.6091,56.56,94.58,,,0,0,0.0,,0.0,0.0
V-01265,vehicle,14.513076,76.062378,0.8723,0.8177,0.8514,0.8772,31.01,33.32,,,0,0,0.0,,0.0,0.0
V-01266,vehicle,13.01809,76.468076,0.2223,0.5352,0.0941,0.5594,65.07,21.67,,,0,0,0.0,,0.0,0.0
V-01267,vehicle,12.985508,77.545863,0.3831,0.525,0.2623,0.7466,63.57,59.51,,,0,0,0.0,,0.0,0.0
V-01268,vehicle,12.898583,77.488105,0.5063,0.7128,0.1796,0.4902,67.25,66.17,,,0,0,0.0,,0.0,0.0
V-01269,ship,19.441148,63.103266,0.223,0.3177,0.2032,0.0633,16.48,68.33,Karnataka-MidSea-Dubai,CONVOY-225,2,1,1.45,rough,0.0,0.562
V-01270,vehicle,25.111436,55.188095,0.572,0.2472,0.164,0.3315,56.97,88.43,,,0,0,0.0,,0.0,0.0
V-01271,vehicle,12.451975,76.172018,0.7497,0.8023,0.9539,0.8488,39.58,89.52,,,0,0,0.0,,0.0,0.0
V-01272,vehicle,25.286194,55.32183,0.5231,0.3369,0.0785,0.4803,49.39,87.22,,,0,0,0.0,,0.0,0.0
V-01273,vehicle,25.081759,55.134308,0.9504,0.7013,0.3289,0.621,38.19,48.56,,,0,0,0.0,,0.0,0.0
V-01274,vehicle,15.338543,75.343426,0.8507,0.8275,0.8361,0.7032,47.56,87.17,,,0,0,0.0,,0.0,0.0
V-01275,vehicle,14.035146,74.989407,0.8458,0.9259,0.5504,0.7037,36.36,86.36,,,0,0,0.0,,0.0,0.0
V-01276,vehicle,14.623462,76.179748,0.238,0.5357,0.0796,0.5574,60.43,34.3,,,0,0,0.0,,0.0,0.0
V-01277,vehicle,14.375743,75.355011,0.5729,0.6453,0.166,0.6073,53.97,76.28,,,0,0,0.0,,0.0,0.0
V-01278,vehicle,25.05,55.106549,0.7431,0.6458,0.267,0.3993,54.52,23.64,,,0,0,0.0,,0.0,0.0
V-01279,vehicle,12.776537,75.476549,0.4208,0.736,0.2176,0.6732,58.76,59.68,,,0,0,0.0,,0.0,0.0
V-01280,ship,17.497796,63.461997,0.9863,0.5973,0.4092,0.2385,19.37,38.52,Karnataka-SouthernCurve-Dubai,CONVOY-080,4,1,2.49,rough,0.0,0.5633
V-01281,ship,18.437279,64.706728,0.9882,0.5646,0.4335,0.1132,23.88,91.21,Karnataka-MidSea-Dubai,CONVOY-069,4,2,1.48,calm,0.0,0.4565
V-01282,vehicle,15.416411,76.936912,0.5263,0.5327,0.228,0.6022,43.54,38.0,,,0,0,0.0,,0.0,0.0
V-01283,vehicle,25.212627,55.320011,0.8018,0.5609,0.2476,0.5919,52.79,37.05,,,0,0,0.0,,0.0,0.0
V-01284,vehicle,14.669314,76.397454,0.1481,0.3049,0.1607,0.6497,56.19,75.61,,,0,0,0.0,,0.0,0.0
V-01285,vehicle,25.173162,55.295346,0.5695,0.3461,0.0693,0.4395,44.12,47.75,,,0,0,0.0,,0.0,0.0
V-01286,vehicle,25.223782,55.273128,0.4162,0.3281,0.1648,0.4011,53.93,62.31,,,0,0,0.0,,0.0,0.0
V-01287,vehicle,25.2112,55.253379,0.1358,0.1873,0.013,0.3575,67.32,39.51,,,0,0,0.0,,0.0,0.0
V-01288,vehicle,25.271479,55.272005,0.3487,0.1996,0.09,0.3926,70.83,77.44,,,0,0,0.0,,0.0,0.0
V-01289,vehicle,15.60021,74.484418,0.3466,0.646,0.2756,0.4119,65.32,26.86,,,0,0,0.0,,0.0,0.0
V-01290,vehicle,13.804739,77.44344,0.4635,0.5367,0.2848,0.5993,67.27,76.65,,,0,0,0.0,,0.0,0.0
V-01291,vehicle,25.155839,55.226003,0.9619,0.7631,0.3598,0.6159,39.38,58.03,,,0,0,0.0,,0.0,0.0
V-01292,vehicle,14.81782,75.903919,0.2219,0.4026,0.2169,0.6153,49.22,52.05,,,0,0,0.0,,0.0,0.0
V-01293,vehicle,25.16923,55.286802,0.5407,0.4653,0.1438,0.428,50.83,59.95,,,0,0,0.0,,0.0,0.0
V-01294,vehicle,14.31306,75.588973,0.1694,0.5257,0.1926,0.7358,53.97,22.28,,,0,0,0.0,,0.0,0.0
V-01295,ship,17.37537,65.715542,0.1287,0.1599,0.1677,0.1367,12.9,87.69,Karnataka-Oman-Dubai,CONVOY-276,5,3,2.06,moderate,0.0,0.4213
V-01296,vehicle,25.273034,55.295854,0.56,0.2905,0.0748,0.3819,63.56,90.17,,,0,0,0.0,,0.0,0.0
V-01297,vehicle,14.732842,75.478207,0.4752,0.5127,0.3128,0.5358,66.84,58.88,,,0,0,0.0,,0.0,0.0
V-01298,vehicle,25.275069,55.278022,0.9713,0.7184,0.5432,0.7319,42.43,24.36,,,0,0,0.0,,0.0,0.0
V-01299,vehicle,15.00655,76.920199,0.5308,0.5115,0.2142,0.595,57.08,46.78,,,0,0,0.0,,0.0,0.0
V-01300,vehicle,25.135309,55.218554,0.1158,0.2337,0.0363,0.3326,74.96,85.09,,,0,0,0.0,,0.0,0.0
V-01301,vehicle,25.105891,55.151616,0.8035,0.5363,0.1939,0.4456,54.72,86.29,,,0,0,0.0,,0.0,0.0
V-01302,vehicle,12.8386,77.76235,0.1572,0.4231,0.2272,0.5534,58.17,41.81,,,0,0,0.0,,0.0,0.0
V-01303,vehicle,13.069101,75.797622,0.4331,0.6281,0.1805,0.6338,44.21,40.08,,,0,0,0.0,,0.0,0.0
V-01304,vehicle,25.241887,55.326915,0.3266,0.128,0.0835,0.4143,57.74,89.09,,,0,0,0.0,,0.0,0.0
V-01305,vehicle,12.534431,74.976159,0.7432,0.8251,0.9925,0.8563,44.05,38.26,,,0,0,0.0,,0.0,0.0
V-01306,vehicle,14.60495,75.945895,0.9401,0.8583,0.7782,0.7695,46.8,47.19,,,0,0,0.0,,0.0,0.0
V-01307,vehicle,25.135667,55.200711,0.1041,0.2889,0.0593,0.2242,71.13,73.84,,,0,0,0.0,,0.0,0.0
V-01308,vehicle,25.259101,55.330287,0.8186,0.5616,0.1308,0.4944,51.74,73.7,,,0,0,0.0,,0.0,0.0
V-01309,vehicle,25.107573,55.181667,0.7912,0.516,0.3139,0.4897,43.75,74.64,,,0,0,0.0,,0.0,0.0
V-01310,vehicle,25.199257,55.302154,0.9742,0.7766,0.5455,0.6179,32.62,21.55,,,0,0,0.0,,0.0,0.0
V-01311,ship,19.445064,62.703485,0.3377,0.194,0.2147,0.077,23.29,70.33,Karnataka-Oman-Dubai,CONVOY-262,5,1,3.03,rough,0.0,0.5969
V-01312,vehicle,25.183595,55.24606,0.4599,0.4798,0.0861,0.3389,44.8,79.68,,,0,0,0.0,,0.0,0.0
V-01313,vehicle,12.142129,76.787084,0.5331,0.4681,0.3111,0.756,48.2,40.13,,,0,0,0.0,,0.0,0.0
V-01314,vehicle,25.331331,55.284327,0.3941,0.3799,0.0784,0.4034,55.74,57.15,,,0,0,0.0,,0.0,0.0
V-01315,vehicle,25.072602,55.206149,0.2775,0.2617,0.0545,0.286,78.6,71.93,,,0,0,0.0,,0.0,0.0
V-01316,vehicle,15.882325,74.29562,0.4614,0.7196,0.2614,0.5714,61.2,38.08,,,0,0,0.0,,0.0,0.0
V-01317,vehicle,15.235812,75.036886,0.4891,0.7166,0.3721,0.7084,62.74,22.4,,,0,0,0.0,,0.0,0.0
V-01318,vehicle,25.284961,55.330593,0.3046,0.2347,0.0275,0.3737,76.43,86.13,,,0,0,0.0,,0.0,0.0
V-01319,vehicle,25.073397,55.160319,0.1712,0.2844,0.0537,0.3445,77.5,64.62,,,0,0,0.0,,0.0,0.0
V-01320,vehicle,12.914613,77.56556,0.0919,0.3894,0.2324,0.4053,67.53,71.68,,,0,0,0.0,,0.0,0.0
V-01321,vehicle,25.118527,55.168736,0.779,0.5696,0.3143,0.4055,59.19,64.0,,,0,0,0.0,,0.0,0.0
V-01322,vehicle,25.219636,55.321413,0.4336,0.3958,0.0861,0.4443,53.97,52.17,,,0,0,0.0,,0.0,0.0
V-01323,vehicle,14.485142,75.853258,0.6996,0.7217,0.4801,1.0,34.38,65.32,,,0,0,0.0,,0.0,0.0
V-01324,vehicle,12.999548,78.172143,0.8803,0.9543,0.5949,0.7839,33.73,35.88,,,0,0,0.0,,0.0,0.0
V-01325,vehicle,13.93095,75.621092,0.1694,0.442,0.1239,0.5112,75.93,35.85,,,0,0,0.0,,0.0,0.0
V-01326,vehicle,15.978189,74.376789,0.6624,0.6838,0.3495,0.9568,36.69,26.88,,,0,0,0.0,,0.0,0.0
V-01327,vehicle,13.886543,75.919922,0.2286,0.4661,0.1317,0.595,53.52,67.07,,,0,0,0.0,,0.0,0.0
V-01328,vehicle,25.127391,55.382515,0.1252,0.2804,0.0379,0.3488,67.81,64.76,,,0,0,0.0,,0.0,0.0
V-01329,vehicle,25.176195,55.297884,0.455,0.4356,0.1686,0.532,53.25,69.24,,,0,0,0.0,,0.0,0.0
V-01330,vehicle,14.131949,75.484142,0.2039,0.543,0.1014,0.6826,57.31,95.36,,,0,0,0.0,,0.0,0.0
V-01331,vehicle,25.193296,55.237363,0.8163,0.5067,0.2522,0.5524,53.76,52.03,,,0,0,0.0,,0.0,0.0
V-01332,vehicle,25.101284,55.389889,0.276,0.1778,0.0172,0.3464,55.23,61.25,,,0,0,0.0,,0.0,0.0
V-01333,vehicle,25.161714,55.372663,0.3129,0.2279,0.0878,0.2866,54.97,31.6,,,0,0,0.0,,0.0,0.0
V-01334,vehicle,25.181984,55.218879,0.19,0.1769,0.0158,0.3507,79.82,49.86,,,0,0,0.0,,0.0,0.0
V-01335,vehicle,25.167216,55.231845,0.931,0.771,0.4361,0.6961,37.76,90.51,,,0,0,0.0,,0.0,0.0
V-01336,vehicle,25.160604,55.275945,0.149,0.2198,0.0867,0.4202,57.66,73.73,,,0,0,0.0,,0.0,0.0
V-01337,ship,18.814338,63.69983,0.5958,0.3437,0.2135,0.1182,23.05,96.33,Karnataka-Oman-Dubai,CONVOY-152,4,1,1.76,moderate,0.0,0.5418
V-01338,vehicle,12.388708,77.074519,0.9263,0.9537,0.9176,0.8167,39.43,58.72,,,0,0,0.0,,0.0,0.0
V-01339,vehicle,25.254269,55.334059,0.2021,0.1975,0.0523,0.3067,71.96,36.84,,,0,0,0.0,,0.0,0.0
V-01340,vehicle,12.846657,77.36198,0.4847,0.7534,0.1874,0.7647,56.38,88.68,,,0,0,0.0,,0.0,0.0
V-01341,ship,20.020811,62.353613,0.9843,0.641,0.4036,0.2055,21.88,67.29,Karnataka-MidSea-Dubai,CONVOY-004,5,2,2.18,moderate,0.0,0.6064
V-01342,vehicle,14.678803,75.889798,0.2884,0.3157,0.0781,0.6153,50.6,33.14,,,0,0,0.0,,0.0,0.0
V-01343,vehicle,14.830015,74.689618,0.2036,0.4965,0.0762,0.5759,73.12,27.05,,,0,0,0.0,,0.0,0.0
V-01344,vehicle,15.503712,74.733631,0.5017,0.6889,0.3133,0.7867,50.22,88.0,,,0,0,0.0,,0.0,0.0
V-01345,vehicle,12.601921,77.597313,0.5466,0.5066,0.1996,0.7487,46.83,31.93,,,0,0,0.0,,0.0,0.0
V-01346,vehicle,15.880256,74.87779,0.4406,0.731,0.3291,0.9229,42.28,78.97,,,0,0,0.0,,0.0,0.0
V-01347,ship,19.810375,62.833043,0.42,0.2799,0.2614,0.0768,23.56,72.97,Karnataka-MidSea-Dubai,CONVOY-132,3,3,1.86,moderate,0.0,0.5837
V-01348,vehicle,14.750393,75.866806,0.7014,0.7658,0.3418,0.7989,45.68,79.81,,,0,0,0.0,,0.0,0.0
V-01349,vehicle,15.275145,76.834693,0.5845,0.6736,0.2899,0.7443,40.39,35.92,,,0,0,0.0,,0.0,0.0
V-01350,vehicle,15.455923,76.378413,0.5204,0.4968,0.3419,0.5213,59.4,29.54,,,0,0,0.0,,0.0,0.0
V-01351,vehicle,13.821393,76.286157,0.1293,0.5681,0.1701,0.7894,48.98,21.62,,,0,0,0.0,,0.0,0.0
V-01352,vehicle,13.756917,75.418822,0.9039,0.8731,0.6137,0.809,36.18,57.73,,,0,0,0.0,,0.0,0.0
V-01353,vehicle,12.953862,77.282281,0.5093,0.5657,0.1957,0.5509,49.94,42.09,,,0,0,0.0,,0.0,0.0
V-01354,ship,18.392825,64.509175,0.5304,0.3021,0.1666,0.0856,24.75,54.3,Karnataka-Oman-Dubai,CONVOY-190,5,5,3.16,moderate,0.0,0.4941
V-01355,vehicle,25.219221,55.258982,0.803,0.4905,0.3061,0.471,46.29,61.73,,,0,0,0.0,,0.0,0.0
V-01356,vehicle,25.271978,55.316821,0.1708,0.3063,0.0379,0.3219,71.95,71.16,,,0,0,0.0,,0.0,0.0
V-01357,vehicle,16.016978,75.09501,0.0975,0.4723,0.1577,0.5663,70.1,45.84,,,0,0,0.0,,0.0,0.0
V-01358,vehicle,25.16331,55.286884,0.6119,0.4345,0.1469,0.4233,69.4,99.26,,,0,0,0.0,,0.0,0.0
V-01359,vehicle,15.729305,75.231003,0.5421,0.5261,0.3314,0.6822,50.26,58.86,,,0,0,0.0,,0.0,0.0
V-01360,ship,17.54843,63.680806,0.9169,0.6346,0.571,0.1211,22.23,67.8,Karnataka-SouthernCurve-Dubai,CONVOY-029,5,5,1.12,moderate,0.0,0.5543
V-01361,vehicle,25.197159,55.232563,0.6002,0.4038,0.1496,0.4257,56.18,38.32,,,0,0,0.0,,0.0,0.0
V-01362,vehicle,25.086852,55.299479,0.1732,0.1948,0.0798,0.3819,53.51,80.21,,,0,0,0.0,,0.0,0.0
V-01363,ship,21.107743,60.715535,0.9861,0.5216,0.5042,0.1627,19.2,74.61,Karnataka-MidSea-Dubai,CONVOY-071,5,3,0.86,moderate,0.0,0.7121
V-01364,vehicle,13.686161,76.892807,0.3482,0.4692,0.2522,0.6776,67.96,28.96,,,0,0,0.0,,0.0,0.0
V-01365,vehicle,12.700665,74.824797,0.1662,0.5209,0.218,0.6139,66.23,74.42,,,0,0,0.0,,0.0,0.0
V-01366,vehicle,13.136011,74.805878,0.4593,0.6547,0.2131,0.9196,51.48,72.81,,,0,0,0.0,,0.0,0.0
V-01367,vehicle,15.624381,74.740999,0.5567,0.6442,0.2029,0.5844,58.7,54.09,,,0,0,0.0,,0.0,0.0
V-01368,vehicle,14.277551,75.590117,0.7728,0.9807,0.9062,0.7609,37.88,78.96,,,0,0,0.0,,0.0,0.0
V-01369,vehicle,13.730256,76.570496,0.1406,0.5208,0.0944,0.5805,64.52,44.29,,,0,0,0.0,,0.0,0.0
V-01370,vehicle,14.507215,75.614387,0.0989,0.281,0.1349,0.6312,64.75,76.73,,,0,0,0.0,,0.0,0.0
V-01371,vehicle,25.164312,55.232725,0.9731,0.714,0.2671,0.4212,48.08,58.19,,,0,0,0.0,,0.0,0.0
V-01372,vehicle,25.103995,55.354049,0.1545,0.2264,0.0476,0.4003,66.52,48.36,,,0,0,0.0,,0.0,0.0
V-01373,vehicle,25.063891,55.128551,0.4253,0.4201,0.0916,0.4975,59.75,76.85,,,0,0,0.0,,0.0,0.0
V-01374,vehicle,12.697463,77.694081,0.2034,0.4052,0.0799,0.48,61.3,22.73,,,0,0,0.0,,0.0,0.0
V-01375,vehicle,12.204309,77.235396,0.4789,0.4726,0.2836,0.56,58.04,45.67,,,0,0,0.0,,0.0,0.0
V-01376,vehicle,12.895923,77.484581,0.8119,0.766,0.4223,0.7409,49.92,89.09,,,0,0,0.0,,0.0,0.0
V-01377,vehicle,13.795217,75.294578,0.1273,0.4922,0.0636,0.6321,65.53,62.05,,,0,0,0.0,,0.0,0.0
V-01378,vehicle,12.424889,76.760311,0.6403,0.7693,0.4338,0.7691,52.77,27.64,,,0,0,0.0,,0.0,0.0
V-01379,ship,18.160978,64.63735,0.1477,0.2447,0.1265,0.18,12.84,83.95,Karnataka-Oman-Dubai,CONVOY-261,2,2,1.01,moderate,0.0,0.485
V-01380,vehicle,12.766211,76.50318,0.1016,0.3516,0.2264,0.3744,75.37,32.18,,,0,0,0.0,,0.0,0.0
V-01381,vehicle,25.066129,55.155378,0.9287,0.7949,0.2409,0.6532,37.43,56.43,,,0,0,0.0,,0.0,0.0
V-01382,vehicle,25.095214,55.173361,0.7902,0.535,0.2744,0.5672,39.67,89.34,,,0,0,0.0,,0.0,0.0
V-01383,vehicle,25.116916,55.190146,0.5153,0.3516,0.1655,0.3191,64.18,62.67,,,0,0,0.0,,0.0,0.0
V-01384,vehicle,25.124811,55.362027,0.8155,0.5325,0.1762,0.4251,59.18,50.23,,,0,0,0.0,,0.0,0.0
V-01385,vehicle,25.104278,55.170308,0.1604,0.2164,0.0446,0.4212,53.72,93.65,,,0,0,0.0,,0.0,0.0
V-01386,vehicle,25.207315,55.228647,0.5384,0.4775,0.1312,0.5141,63.18,85.96,,,0,0,0.0,,0.0,0.0
V-01387,vehicle,13.831662,76.452511,0.352,0.5921,0.3055,0.6912,56.12,76.16,,,0,0,0.0,,0.0,0.0
V-01388,ship,19.874574,62.805575,0.5258,0.171,0.1739,0.1799,13.99,79.25,Karnataka-MidSea-Dubai,CONVOY-199,5,5,1.73,calm,0.0,0.5858
V-01389,vehicle,12.9769,74.756663,0.1019,0.3212,0.1428,0.5189,62.46,50.65,,,0,0,0.0,,0.0,0.0
V-01390,vehicle,15.350341,74.88012,0.192,0.3615,0.1778,0.6274,54.09,63.13,,,0,0,0.0,,0.0,0.0
V-01391,vehicle,15.437823,74.862139,0.5302,0.7581,0.3601,0.6193,62.27,92.99,,,0,0,0.0,,0.0,0.0
V-01392,vehicle,25.201796,55.308441,0.9801,0.6659,0.3407,0.5271,39.01,39.87,,,0,0,0.0,,0.0,0.0
V-01393,vehicle,25.092096,55.156092,0.2708,0.2629,0.0625,0.3289,70.68,74.54,,,0,0,0.0,,0.0,0.0
V-01394,vehicle,25.201205,55.305315,0.1658,0.1505,0.0174,0.4211,54.69,44.05,,,0,0,0.0,,0.0,0.0
V-01395,vehicle,15.002475,76.849499,0.7349,0.8389,0.6792,0.7791,42.17,59.5,,,0,0,0.0,,0.0,0.0
V-01396,vehicle,25.21747,55.270287,0.133,0.1211,0.025,0.3064,72.51,22.17,,,0,0,0.0,,0.0,0.0
V-01397,vehicle,15.261791,76.883346,0.5592,0.8757,0.6681,0.8935,41.45,40.13,,,0,0,0.0,,0.0,0.0
V-01398,vehicle,15.678596,74.232364,0.588,0.7935,0.3563,0.7151,46.15,75.97,,,0,0,0.0,,0.0,0.0
V-01399,vehicle,13.860192,74.848138,0.4821,0.518,0.2256,0.6611,65.18,75.06,,,0,0,0.0,,0.0,0.0
V-01400,vehicle,12.856729,75.061643,0.1573,0.3185,0.2233,0.555,50.28,97.99,,,0,0,0.0,,0.0,0.0
V-01401,ship,16.120163,65.567932,0.3392,0.2073,0.0587,0.1786,10.76,51.76,Karnataka-SouthernCurve-Dubai,CONVOY-263,5,4,3.31,moderate,0.0,0.4326
V-01402,vehicle,25.12552,55.17693,0.8069,0.7948,0.5501,0.553,40.34,83.96,,,0,0,0.0,,0.0,0.0
V-01403,vehicle,13.308986,76.304402,0.2104,0.387,0.1705,0.7562,50.78,54.53,,,0,0,0.0,,0.0,0.0
V-01404,vehicle,25.118364,55.371717,0.9817,0.629,0.3869,0.5641,45.42,89.69,,,0,0,0.0,,0.0,0.0
V-01405,vehicle,25.224658,55.283252,0.0816,0.2473,0.0385,0.4122,57.69,99.93,,,0,0,0.0,,0.0,0.0
V-01406,vehicle,25.22633,55.247551,0.5026,0.3173,0.1653,0.3662,63.29,90.35,,,0,0,0.0,,0.0,0.0
V-01407,vehicle,25.307943,55.304438,0.9846,0.6729,0.2812,0.6273,40.14,93.65,,,0,0,0.0,,0.0,0.0
V-01408,vehicle,11.978248,76.63217,0.8265,0.8496,0.9932,1.0,34.0,48.64,,,0,0,0.0,,0.0,0.0
V-01409,vehicle,15.457036,75.439407,0.3308,0.5676,0.2108,0.8605,53.5,23.34,,,0,0,0.0,,0.0,0.0
V-01410,vehicle,14.218188,76.279691,0.3062,0.349,0.0796,0.3843,75.72,56.2,,,0,0,0.0,,0.0,0.0
V-01411,vehicle,15.435871,76.539211,0.7184,0.9195,0.7618,0.8516,43.41,90.86,,,0,0,0.0,,0.0,0.0
V-01412,vehicle,25.085544,55.110576,0.3295,0.2898,0.0124,0.3472,56.73,42.17,,,0,0,0.0,,0.0,0.0
V-01413,vehicle,25.2589,55.293231,0.7923,0.5278,0.2563,0.6278,36.5,37.49,,,0,0,0.0,,0.0,0.0
V-01414,vehicle,12.730097,76.162962,0.2481,0.3471,0.0918,0.6202,57.59,58.11,,,0,0,0.0,,0.0,0.0
V-01415,vehicle,25.277356,55.305392,0.6192,0.3125,0.1784,0.4773,51.54,76.82,,,0,0,0.0,,0.0,0.0
V-01416,vehicle,13.356263,75.066604,0.5495,0.6077,0.1965,0.5831,51.62,22.5,,,0,0,0.0,,0.0,0.0
V-01417,vehicle,14.387725,77.091627,0.3634,0.5984,0.3708,0.5059,47.62,49.46,,,0,0,0.0,,0.0,0.0
V-01418,vehicle,14.294968,75.924992,0.5635,0.747,0.2483,0.5454,67.54,26.34,,,0,0,0.0,,0.0,0.0
V-01419,vehicle,14.783008,76.194951,0.1806,0.5041,0.1169,0.4508,73.5,75.71,,,0,0,0.0,,0.0,0.0
V-01420,vehicle,12.926004,74.762181,0.0972,0.5363,0.1783,0.5603,79.06,79.31,,,0,0,0.0,,0.0,0.0
V-01421,vehicle,15.925139,74.300868,0.4753,0.6553,0.2215,0.7954,57.77,40.07,,,0,0,0.0,,0.0,0.0
V-01422,vehicle,12.510285,75.96353,0.9173,0.9207,0.9879,0.9065,34.76,95.33,,,0,0,0.0,,0.0,0.0
V-01423,vehicle,14.026132,75.567858,0.3904,0.5539,0.3093,0.6902,47.01,42.93,,,0,0,0.0,,0.0,0.0
V-01424,vehicle,25.168906,55.263693,0.5764,0.3449,0.1757,0.4763,66.32,85.41,,,0,0,0.0,,0.0,0.0
V-01425,vehicle,25.212184,55.231855,0.4114,0.4318,0.1541,0.3181,64.44,80.5,,,0,0,0.0,,0.0,0.0
V-01426,vehicle,15.947194,74.753702,0.5224,0.5507,0.348,0.6771,47.01,83.52,,,0,0,0.0,,0.0,0.0
V-01427,vehicle,15.11527,76.920672,0.6989,0.7384,0.5769,0.8212,35.89,77.33,,,0,0,0.0,,0.0,0.0
V-01428,vehicle,13.047091,77.682688,0.6191,0.8453,0.3715,0.7357,49.49,34.56,,,0,0,0.0,,0.0,0.0
V-01429,vehicle,25.103505,55.138596,0.3788,0.3538,0.115,0.4131,68.36,48.04,,,0,0,0.0,,0.0,0.0
V-01430,vehicle,25.082406,55.131785,0.3289,0.1327,0.0936,0.3733,63.0,32.78,,,0,0,0.0,,0.0,0.0
V-01431,vehicle,25.154907,55.416358,0.596,0.4433,0.1571,0.409,67.31,79.93,,,0,0,0.0,,0.0,0.0
V-01432,vehicle,25.199726,55.256777,0.3753,0.3473,0.0975,0.4886,52.63,73.29,,,0,0,0.0,,0.0,0.0
V-01433,vehicle,12.965644,74.558549,0.6156,0.559,0.2507,0.6729,66.75,38.23,,,0,0,0.0,,0.0,0.0
V-01434,vehicle,14.896003,75.097608,0.4059,0.6215,0.3824,0.7677,51.0,46.42,,,0,0,0.0,,0.0,0.0
V-01435,vehicle,25.214279,55.244594,0.1534,0.1851,0.0496,0.3959,59.0,52.26,,,0,0,0.0,,0.0,0.0
V-01436,vehicle,12.910783,76.816684,0.1899,0.4465,0.1742,0.5013,61.14,55.34,,,0,0,0.0,,0.0,0.0
V-01437,vehicle,14.867511,75.204938,0.5762,0.6172,0.2678,0.8084,54.15,68.13,,,0,0,0.0,,0.0,0.0
V-01438,vehicle,13.029834,75.092074,0.3635,0.5845,0.2116,0.5353,61.08,41.8,,,0,0,0.0,,0.0,0.0
V-01439,vehicle,25.23674,55.259758,0.8066,0.5316,0.244,0.433,51.23,48.12,,,0,0,0.0,,0.0,0.0
V-01440,vehicle,15.088243,75.645249,0.1537,0.5531,0.1835,0.5704,54.52,62.43,,,0,0,0.0,,0.0,0.0
V-01441,vehicle,15.808503,75.389857,0.5328,0.7374,0.3431,0.7729,46.6,49.12,,,0,0,0.0,,0.0,0.0
V-01442,vehicle,25.274595,55.29036,0.2131,0.2186,0.0117,0.4191,79.05,88.25,,,0,0,0.0,,0.0,0.0
V-01443,vehicle,14.872936,76.73219,0.7769,0.9368,0.6756,0.7854,48.81,42.05,,,0,0,0.0,,0.0,0.0
V-01444,vehicle,12.009404,76.493456,0.726,0.7971,0.6399,0.751,46.3,96.31,,,0,0,0.0,,0.0,0.0
V-01445,vehicle,25.063732,55.157475,0.3451,0.1801,0.086,0.309,75.72,24.75,,,0,0,0.0,,0.0,0.0
V-01446,vehicle,25.177338,55.308227,0.5996,0.4947,0.1534,0.3451,65.37,39.16,,,0,0,0.0,,0.0,0.0
