warehouse_id,region,lat,lng,sku_id,product_name,category,stock_units,unit_type,daily_demand,incoming_supply,lead_time_days,supplier_region,linked_ship_id,consumption_rate,anomaly_score
KA-BDR-032,karnataka,15.074113,76.904475,SKU-003228,First Aid Kits,Medical,2288,units,128.49,136.2,2.2,karnataka,,129.36,0.1534
KA-BDR-032,karnataka,15.074113,76.904475,SKU-003229,Packaged Meals (MRE kits),Food Supply,4706,units,749.08,747.88,1.96,karnataka,,785.66,0.1632
KA-BDR-032,karnataka,15.074113,76.904475,SKU-003230,Packaged Meals (MRE kits),Food Supply,15127,units,800.49,848.52,2.03,karnataka,,855.24,0.1039
KA-BDR-032,karnataka,15.074113,76.904475,SKU-003231,Rice (50kg bags),Food Supply,3776,kg,924.31,923.78,1.46,karnataka,,896.01,0.1865
KA-BDR-032,karnataka,15.074113,76.904475,SKU-003232,Antibiotics (Amoxicillin),Medical,695,units,117.48,117.06,2.86,karnataka,,115.86,0.2087
KA-BDR-032,karnataka,15.074113,76.904475,SKU-003233,Marine Fuel (IFO 380),Fuel,4560,liters,1144.44,1124.32,2.18,karnataka,,1179.04,0.2661
KA-BDR-032,karnataka,15.074113,76.904475,SKU-003234,Packaged Meals (MRE kits),Food Supply,2515,units,768.2,728.5,1.5,karnataka,,765.01,0.2433
KA-BDR-032,karnataka,15.074113,76.904475,SKU-003235,First Aid Kits,Medical,680,units,102.8,104.37,2.56,karnataka,,92.8,0.2028
KA-BDR-032,karnataka,15.074113,76.904475,SKU-003236,Diesel (B7),Fuel,21592,liters,1418.44,1416.24,2.15,karnataka,,1502.87,0.1114
KA-BDR-032,karnataka,15.074113,76.904475,SKU-003237,Packaged Meals (MRE kits),Food Supply,13917,units,776.37,815.29,2.09,karnataka,,750.29,0.0713
KA-BDR-032,karnataka,15.074113,76.904475,SKU-003238,Marine Fuel (IFO 380),Fuel,10479,liters,1330.92,1315.61,2.04,karnataka,,1430.36,0.122
KA-BDR-032,karnataka,15.074113,76.904475,SKU-003239,Diesel (B7),Fuel,3602,liters,1054.85,966.11,2.07,karnataka,,1081.05,0.2236
KA-BDR-032,karnataka,15.074113,76.904475,SKU-003240,Petrol (ULP 91),Fuel,25147,liters,1425.37,1510.89,1.88,karnataka,,1434.47,0.0836
KA-BDR-032,karnataka,15.074113,76.904475,SKU-003241,Antibiotics (Amoxicillin),Medical,1807,units,86.69,90.3,1.81,karnataka,,81.39,0.1559
KA-BDR-032,karnataka,15.074113,76.904475,SKU-003242,Diesel (B7),Fuel,5529,liters,1365.14,1332.49,1.79,karnataka,,1374.87,0.1959
KA-BDR-032,karnataka,15.074113,76.904475,SKU-003243,Rice (50kg bags),Food Supply,13844,kg,832.62,868.51,1.51,karnataka,,823.34,0.0515
KA-BDR-032,karnataka,15.074113,76.904475,SKU-003244,Marine Fuel (IFO 380),Fuel,20136,liters,1243.82,1318.45,1.63,karnataka,,1253.16,0.0846
KA-BDR-032,karnataka,15.074113,76.904475,SKU-003245,Rice (50kg bags),Food Supply,14890,kg,844.76,895.45,1.2,karnataka,,825.47,0.0435
KA-BDR-032,karnataka,15.074113,76.904475,SKU-003246,Marine Fuel (IFO 380),Fuel,18330,liters,1169.97,1166.98,2.05,karnataka,,1190.36,0.0562
KA-BDR-032,karnataka,15.074113,76.904475,SKU-003247,Marine Fuel (IFO 380),Fuel,10969,liters,1324.96,1305.46,2.18,karnataka,,1400.92,0.1544
KA-BDR-032,karnataka,15.074113,76.904475,SKU-003248,Diesel (B7),Fuel,6572,liters,1135.74,1128.04,1.61,karnataka,,1145.96,0.124
KA-BDR-032,karnataka,15.074113,76.904475,SKU-003249,First Aid Kits,Medical,143,units,78.08,66.18,2.44,karnataka,,68.71,0.3253
KA-BDR-032,karnataka,15.074113,76.904475,SKU-003250,Marine Fuel (IFO 380),Fuel,13963,liters,1024.82,1086.31,1.85,karnataka,,1029.44,0.0715
KA-BDR-032,karnataka,15.074113,76.904475,SKU-003251,Diesel (B7),Fuel,21602,liters,1293.79,1331.31,1.74,karnataka,,1449.04,0.0881
KA-BDR-032,karnataka,15.074113,76.904475,SKU-003252,Marine Fuel (IFO 380),Fuel,4056,liters,1127.36,1142.03,1.93,karnataka,,1176.07,0.1826
KA-BDR-032,karnataka,15.074113,76.904475,SKU-003253,Antibiotics (Amoxicillin),Medical,133,units,94.1,78.32,2.62,karnataka,,95.66,0.3208
KA-BDR-032,karnataka,15.074113,76.904475,SKU-003254,Marine Fuel (IFO 380),Fuel,1266,liters,982.56,832.98,2.47,karnataka,,1026.7,0.2936
KA-BDR-032,karnataka,15.074113,76.904475,SKU-003255,Petrol (ULP 91),Fuel,1335,liters,1206.42,1057.06,1.82,karnataka,,1274.42,0.3235
KA-BDR-032,karnataka,15.074113,76.904475,SKU-003256,Marine Fuel (IFO 380),Fuel,20270,liters,1258.48,1333.99,1.72,karnataka,,1280.11,0.1461
KA-BDR-032,karnataka,15.074113,76.904475,SKU-003257,First Aid Kits,Medical,2068,units,107.61,112.62,2.32,karnataka,,98.98,0.0986
KA-BDR-032,karnataka,15.074113,76.904475,SKU-003258,Rice (50kg bags),Food Supply,12785,kg,732.26,754.5,1.41,karnataka,,740.29,0.1169
KA-BDR-032,karnataka,15.074113,76.904475,SKU-003259,Diesel (B7),Fuel,7610,liters,1060.79,1028.18,1.68,karnataka,,1101.34,0.1514
KA-BDR-032,karnataka,15.074113,76.904475,SKU-003260,Packaged Meals (MRE kits),Food Supply,890,units,638.94,542.59,1.49,karnataka,,647.46,0.2945
KA-BDR-032,karnataka,15.074113,76.904475,SKU-003261,Rice (50kg bags),Food Supply,11312,kg,751.16,796.23,2.04,karnataka,,768.21,0.0559
KA-BDR-032,karnataka,15.074113,76.904475,SKU-003262,Packaged Meals (MRE kits),Food Supply,2192,units,655.54,609.5,1.77,karnataka,,665.35,0.215
KA-BDR-032,karnataka,15.074113,76.904475,SKU-003263,First Aid Kits,Medical,125,units,104.33,87.44,2.23,karnataka,,102.61,0.3676
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003264,Antibiotics (Amoxicillin),Medical,455,units,137.79,129.3,2.05,karnataka,,132.28,0.3215
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003265,Packaged Meals (MRE kits),Food Supply,5002,units,793.41,841.01,1.32,karnataka,,871.27,0.1539
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003266,Diesel (B7),Fuel,9074,liters,1442.92,1495.78,1.97,karnataka,,1437.07,0.1785
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003267,Rice (50kg bags),Food Supply,16152,kg,914.86,954.91,1.57,karnataka,,923.19,0.0434
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003268,Diesel (B7),Fuel,24782,liters,1449.0,1480.14,1.97,karnataka,,1486.7,0.1483
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003269,Diesel (B7),Fuel,11685,liters,1590.18,1618.87,2.38,karnataka,,1649.72,0.1616
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003270,Wheat (bulk tons),Food Supply,15433,kg,1020.92,1082.18,1.99,karnataka,,1017.56,0.1224
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003271,Petrol (ULP 91),Fuel,27558,liters,1614.8,1711.69,2.89,karnataka,,1698.03,0.0555
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003272,Marine Fuel (IFO 380),Fuel,8586,liters,1211.34,1241.6,1.12,karnataka,,1243.73,0.1357
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003273,Wheat (bulk tons),Food Supply,21540,kg,1310.56,1360.26,1.7,karnataka,,1354.23,0.0434
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003274,Petrol (ULP 91),Fuel,22474,liters,1385.62,1468.76,2.25,karnataka,,1459.96,0.0281
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003275,Diesel (B7),Fuel,12799,liters,1509.07,1532.69,2.31,karnataka,,1413.24,0.1619
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003276,Rice (50kg bags),Food Supply,4023,kg,912.42,876.44,2.11,karnataka,,932.57,0.2023
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003277,Petrol (ULP 91),Fuel,9475,liters,1714.24,1754.0,1.91,karnataka,,1852.17,0.1418
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003278,Marine Fuel (IFO 380),Fuel,12080,liters,1627.74,1572.23,1.68,karnataka,,1654.81,0.1138
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003279,Rice (50kg bags),Food Supply,19329,kg,1124.74,1192.22,1.0,karnataka,,1120.49,0.0508
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003280,Antibiotics (Amoxicillin),Medical,2690,units,154.1,163.35,3.0,karnataka,,150.57,0.1211
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003281,Packaged Meals (MRE kits),Food Supply,25104,units,1168.27,1238.37,1.55,karnataka,,1139.04,0.0507
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003282,Packaged Meals (MRE kits),Food Supply,7969,units,1113.12,1170.81,1.0,karnataka,,1128.15,0.1623
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003283,Wheat (bulk tons),Food Supply,1511,kg,1130.52,1062.8,1.46,karnataka,,1158.33,0.2884
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003284,Antibiotics (Amoxicillin),Medical,1714,units,126.11,126.26,2.33,karnataka,,115.77,0.1248
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003285,Rice (50kg bags),Food Supply,15989,kg,948.81,1005.74,2.22,karnataka,,1008.09,0.043
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003286,Wheat (bulk tons),Food Supply,6536,kg,907.85,909.92,1.38,karnataka,,982.87,0.1236
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003287,Petrol (ULP 91),Fuel,12956,liters,1590.1,1474.86,1.27,karnataka,,1628.73,0.1441
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003288,First Aid Kits,Medical,817,units,116.04,123.0,2.88,karnataka,,109.69,0.1955
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003289,Packaged Meals (MRE kits),Food Supply,6303,units,981.84,1035.6,1.58,karnataka,,1004.03,0.1413
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003290,Rice (50kg bags),Food Supply,4965,kg,1237.15,1080.36,2.55,karnataka,,1251.69,0.2429
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003291,Packaged Meals (MRE kits),Food Supply,6047,units,945.58,922.75,1.24,karnataka,,942.43,0.138
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003292,Petrol (ULP 91),Fuel,9936,liters,1472.83,1546.99,1.2,karnataka,,1541.26,0.0901
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003293,Marine Fuel (IFO 380),Fuel,5871,liters,1765.36,1676.69,1.26,karnataka,,1807.81,0.229
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003294,Diesel (B7),Fuel,10491,liters,1378.6,1345.75,1.82,karnataka,,1446.05,0.1635
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003295,Antibiotics (Amoxicillin),Medical,2555,units,138.74,143.54,2.92,karnataka,,128.56,0.1456
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003296,Rice (50kg bags),Food Supply,17712,kg,959.27,984.84,1.33,karnataka,,945.08,0.0743
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003297,Marine Fuel (IFO 380),Fuel,13028,liters,1652.87,1671.82,1.26,karnataka,,1787.03,0.1599
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003298,Packaged Meals (MRE kits),Food Supply,16575,units,1056.67,1120.07,1.53,karnataka,,1128.14,0.0773
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003299,Petrol (ULP 91),Fuel,27514,liters,1405.91,1490.26,2.16,karnataka,,1450.58,0.0834
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003300,Petrol (ULP 91),Fuel,27374,liters,1340.71,1421.15,1.84,karnataka,,1470.57,0.1025
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003301,Diesel (B7),Fuel,2947,liters,1095.38,952.07,1.49,karnataka,,1179.88,0.1877
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003302,Antibiotics (Amoxicillin),Medical,970,units,122.38,123.03,2.08,karnataka,,117.35,0.1883
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003303,Diesel (B7),Fuel,3740,liters,1203.63,1125.99,1.85,karnataka,,1217.18,0.2486
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003304,Petrol (ULP 91),Fuel,22572,liters,1453.16,1540.35,2.06,karnataka,,1455.89,0.0589
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003305,Antibiotics (Amoxicillin),Medical,2194,units,125.36,131.13,2.17,karnataka,,123.61,0.1663
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003306,First Aid Kits,Medical,980,units,120.14,127.35,2.16,karnataka,,116.69,0.1782
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003307,Wheat (bulk tons),Food Supply,1805,kg,1191.89,949.28,1.74,karnataka,,1311.76,0.308
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003308,Packaged Meals (MRE kits),Food Supply,21733,units,1098.09,1060.72,1.0,karnataka,,1101.44,0.0824
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003309,Marine Fuel (IFO 380),Fuel,1910,liters,1648.44,1465.67,1.0,karnataka,,1673.53,0.2959
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003310,Antibiotics (Amoxicillin),Medical,406,units,110.76,106.2,2.11,karnataka,,108.52,0.3384
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003311,Wheat (bulk tons),Food Supply,5346,kg,865.29,877.52,1.86,karnataka,,960.6,0.1524
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003312,Packaged Meals (MRE kits),Food Supply,18882,units,1084.33,1149.39,1.87,karnataka,,1154.48,0.0357
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003313,Rice (50kg bags),Food Supply,2437,kg,942.49,869.39,1.56,karnataka,,1001.04,0.1622
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003314,Rice (50kg bags),Food Supply,17126,kg,927.64,952.4,1.0,karnataka,,943.0,0.0999
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003315,Wheat (bulk tons),Food Supply,5926,kg,928.62,913.83,1.47,karnataka,,962.26,0.1471
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003316,Diesel (B7),Fuel,3944,liters,1309.16,1270.74,1.12,karnataka,,1365.56,0.2364
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003317,Antibiotics (Amoxicillin),Medical,1915,units,125.98,133.54,3.0,karnataka,,114.41,0.1472
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003318,First Aid Kits,Medical,300,units,113.89,112.35,2.8,karnataka,,111.28,0.2726
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003319,Petrol (ULP 91),Fuel,4547,liters,1652.73,1634.72,1.7,karnataka,,1673.94,0.262
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003320,First Aid Kits,Medical,1383,units,148.58,145.27,2.28,karnataka,,142.99,0.2143
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003321,Wheat (bulk tons),Food Supply,944,kg,1188.46,1007.53,1.22,karnataka,,1251.56,0.3412
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003322,Wheat (bulk tons),Food Supply,7696,kg,1100.7,1128.92,1.24,karnataka,,1132.0,0.1773
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003323,Antibiotics (Amoxicillin),Medical,2023,units,115.54,122.47,1.89,karnataka,,110.48,0.0673
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003324,Rice (50kg bags),Food Supply,7232,kg,1163.79,1201.94,1.55,karnataka,,1195.59,0.1078
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003325,Petrol (ULP 91),Fuel,2660,liters,1860.38,1590.27,2.04,karnataka,,1914.65,0.3069
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003326,Petrol (ULP 91),Fuel,8905,liters,1449.25,1461.08,2.5,karnataka,,1588.23,0.1161
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003327,Wheat (bulk tons),Food Supply,2645,kg,1044.0,945.72,1.56,karnataka,,1059.14,0.2039
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003328,Rice (50kg bags),Food Supply,6179,kg,1012.13,1022.69,1.27,karnataka,,1009.62,0.1364
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003329,Rice (50kg bags),Food Supply,14452,kg,884.56,937.63,1.23,karnataka,,962.32,0.1194
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003330,Marine Fuel (IFO 380),Fuel,31073,liters,1656.6,1756.0,2.24,karnataka,,1734.86,0.0761
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003331,Marine Fuel (IFO 380),Fuel,15996,liters,1673.0,1709.88,1.64,karnataka,,1774.24,0.1593
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003332,Marine Fuel (IFO 380),Fuel,17786,liters,1243.41,1318.01,1.59,karnataka,,1238.46,0.0981
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003333,Marine Fuel (IFO 380),Fuel,26662,liters,1639.13,1665.43,2.01,karnataka,,1630.58,0.1243
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003334,Packaged Meals (MRE kits),Food Supply,1201,units,945.7,757.55,2.13,karnataka,,986.87,0.3328
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003335,Petrol (ULP 91),Fuel,4553,liters,1402.64,1288.43,1.14,karnataka,,1366.44,0.2479
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003336,Marine Fuel (IFO 380),Fuel,10267,liters,1346.89,1303.91,2.25,karnataka,,1401.31,0.1441
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003337,First Aid Kits,Medical,2514,units,132.46,140.41,2.47,karnataka,,126.3,0.1082
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003338,Petrol (ULP 91),Fuel,22765,liters,1329.47,1360.7,1.88,karnataka,,1346.17,0.1381
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003339,Wheat (bulk tons),Food Supply,2069,kg,768.01,740.06,1.57,karnataka,,787.95,0.2381
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003340,First Aid Kits,Medical,865,units,126.98,125.89,3.0,karnataka,,113.61,0.1932
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003341,Diesel (B7),Fuel,40711,liters,2002.0,2116.85,2.0,karnataka,,2123.22,0.0555
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003342,Wheat (bulk tons),Food Supply,3123,kg,857.3,895.39,1.03,karnataka,,877.27,0.1893
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003343,Diesel (B7),Fuel,20649,liters,1421.62,1506.92,1.55,karnataka,,1489.46,0.124
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003344,Antibiotics (Amoxicillin),Medical,2300,units,141.13,146.18,2.65,karnataka,,136.85,0.1311
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003345,First Aid Kits,Medical,1831,units,106.95,113.37,3.0,karnataka,,104.5,0.1643
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003346,Marine Fuel (IFO 380),Fuel,22208,liters,1261.41,1317.96,2.45,karnataka,,1397.45,0.0994
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003347,Marine Fuel (IFO 380),Fuel,5538,liters,1322.69,1177.98,1.74,karnataka,,1352.7,0.2401
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003348,Rice (50kg bags),Food Supply,1218,kg,901.65,780.88,1.51,karnataka,,933.66,0.3293
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003349,Petrol (ULP 91),Fuel,25259,liters,1518.87,1610.0,1.74,karnataka,,1597.8,0.0764
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003350,Wheat (bulk tons),Food Supply,2921,kg,923.39,942.86,1.33,karnataka,,1026.85,0.2338
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003351,Antibiotics (Amoxicillin),Medical,1177,units,134.47,130.6,2.77,karnataka,,131.73,0.2645
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003352,Wheat (bulk tons),Food Supply,18602,kg,1107.72,1174.18,1.52,karnataka,,1079.4,0.1174
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003353,Wheat (bulk tons),Food Supply,10143,kg,1147.04,1215.86,1.0,karnataka,,1156.95,0.205
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003354,Diesel (B7),Fuel,10937,liters,1576.51,1565.7,1.6,karnataka,,1705.21,0.1356
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003355,Petrol (ULP 91),Fuel,2328,liters,1481.38,1253.97,1.6,karnataka,,1459.75,0.383
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003356,Packaged Meals (MRE kits),Food Supply,23570,units,1089.77,1155.16,1.49,karnataka,,1122.21,0.08
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003357,Diesel (B7),Fuel,9131,liters,1473.28,1430.19,1.72,karnataka,,1583.16,0.1154
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003358,First Aid Kits,Medical,903,units,104.45,103.89,2.1,karnataka,,108.0,0.1841
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003359,First Aid Kits,Medical,331,units,124.98,119.39,2.57,karnataka,,117.26,0.2847
KA-KLB-033,karnataka,16.066925,75.525615,SKU-003360,Wheat (bulk tons),Food Supply,12281,kg,959.67,1017.25,1.01,karnataka,,1039.59,0.0871
KA-BDR-034,karnataka,15.405999,76.872527,SKU-003361,Wheat (bulk tons),Food Supply,12929,kg,786.2,833.37,1.52,karnataka,,784.29,0.0518
KA-BDR-034,karnataka,15.405999,76.872527,SKU-003362,First Aid Kits,Medical,282,units,96.42,93.54,2.07,karnataka,,99.18,0.2731
KA-BDR-034,karnataka,15.405999,76.872527,SKU-003363,Marine Fuel (IFO 380),Fuel,1636,liters,1132.61,929.1,1.89,karnataka,,1160.29,0.309
KA-BDR-034,karnataka,15.405999,76.872527,SKU-003364,Packaged Meals (MRE kits),Food Supply,11275,units,783.74,830.76,1.27,karnataka,,786.66,0.0743
KA-BDR-034,karnataka,15.405999,76.872527,SKU-003365,Rice (50kg bags),Food Supply,10438,kg,744.53,785.57,2.27,karnataka,,771.63,0.0756
KA-BDR-034,karnataka,15.405999,76.872527,SKU-003366,Marine Fuel (IFO 380),Fuel,12854,liters,1160.48,1230.11,1.4,karnataka,,1109.89,0.0942
KA-BDR-034,karnataka,15.405999,76.872527,SKU-003367,Antibiotics (Amoxicillin),Medical,321,units,112.71,104.41,2.32,karnataka,,109.91,0.297
KA-BDR-034,karnataka,15.405999,76.872527,SKU-003368,Diesel (B7),Fuel,19474,liters,1071.36,1135.64,2.11,karnataka,,1183.37,0.1071
KA-BDR-034,karnataka,15.405999,76.872527,SKU-003369,Wheat (bulk tons),Food Supply,13321,kg,732.37,776.31,1.7,karnataka,,746.79,0.0363
KA-BDR-034,karnataka,15.405999,76.872527,SKU-003370,Wheat (bulk tons),Food Supply,5788,kg,706.5,734.77,2.17,karnataka,,779.26,0.0934
KA-BDR-034,karnataka,15.405999,76.872527,SKU-003371,Rice (50kg bags),Food Supply,17087,kg,911.75,966.46,1.7,karnataka,,959.42,0.0805
KA-BDR-034,karnataka,15.405999,76.872527,SKU-003372,Rice (50kg bags),Food Supply,11816,kg,846.15,896.92,1.84,karnataka,,814.76,0.0467
KA-BDR-034,karnataka,15.405999,76.872527,SKU-003373,First Aid Kits,Medical,117,units,93.36,84.13,1.8,karnataka,,91.44,0.3562
KA-BDR-034,karnataka,15.405999,76.872527,SKU-003374,Petrol (ULP 91),Fuel,16828,liters,1059.5,1123.07,1.34,karnataka,,1153.93,0.0546
KA-BDR-034,karnataka,15.405999,76.872527,SKU-003375,Rice (50kg bags),Food Supply,17175,kg,841.6,892.1,2.23,karnataka,,903.84,0.0712
KA-BDR-034,karnataka,15.405999,76.872527,SKU-003376,Wheat (bulk tons),Food Supply,5359,kg,884.72,898.05,2.11,karnataka,,906.77,0.191
KA-BDR-034,karnataka,15.405999,76.872527,SKU-003377,Diesel (B7),Fuel,20393,liters,1113.15,1178.14,1.75,karnataka,,1100.28,0.0529
KA-BDR-034,karnataka,15.405999,76.872527,SKU-003378,Marine Fuel (IFO 380),Fuel,7404,liters,1025.51,1014.68,1.87,karnataka,,1061.57,0.1689
KA-BDR-034,karnataka,15.405999,76.872527,SKU-003379,Packaged Meals (MRE kits),Food Supply,12671,units,771.0,817.26,1.5,karnataka,,783.23,0.093
KA-BDR-034,karnataka,15.405999,76.872527,SKU-003380,Antibiotics (Amoxicillin),Medical,111,units,89.6,80.34,2.96,karnataka,,86.23,0.3696
KA-BDR-034,karnataka,15.405999,76.872527,SKU-003381,Rice (50kg bags),Food Supply,4499,kg,630.94,649.67,1.68,karnataka,,666.19,0.1717
KA-BDR-034,karnataka,15.405999,76.872527,SKU-003382,First Aid Kits,Medical,637,units,78.7,74.25,2.58,karnataka,,77.15,0.174
KA-BDR-034,karnataka,15.405999,76.872527,SKU-003383,Diesel (B7),Fuel,16324,liters,1081.8,1146.71,1.98,karnataka,,1102.59,0.09
KA-BDR-034,karnataka,15.405999,76.872527,SKU-003384,First Aid Kits,Medical,266,units,92.46,88.93,2.3,karnataka,,83.27,0.2419
KA-BDR-034,karnataka,15.405999,76.872527,SKU-003385,Antibiotics (Amoxicillin),Medical,547,units,70.09,68.01,2.43,karnataka,,75.97,0.1912
KA-BDR-034,karnataka,15.405999,76.872527,SKU-003386,Marine Fuel (IFO 380),Fuel,7315,liters,939.86,888.11,1.21,karnataka,,1026.44,0.1562
KA-BDR-034,karnataka,15.405999,76.872527,SKU-003387,Petrol (ULP 91),Fuel,22452,liters,1295.89,1373.64,1.7,karnataka,,1451.4,0.0734
KA-BDR-034,karnataka,15.405999,76.872527,SKU-003388,Wheat (bulk tons),Food Supply,9409,kg,666.58,706.57,1.85,karnataka,,704.64,0.0446
KA-BDR-034,karnataka,15.405999,76.872527,SKU-003389,Rice (50kg bags),Food Supply,5138,kg,734.32,717.56,1.58,karnataka,,755.82,0.1229
KA-BDR-034,karnataka,15.405999,76.872527,SKU-003390,Packaged Meals (MRE kits),Food Supply,1449,units,874.1,725.63,2.07,karnataka,,889.65,0.282
KA-BDR-034,karnataka,15.405999,76.872527,SKU-003391,Marine Fuel (IFO 380),Fuel,20546,liters,1283.98,1361.02,1.46,karnataka,,1234.46,0.1312
KA-BDR-034,karnataka,15.405999,76.872527,SKU-003392,Antibiotics (Amoxicillin),Medical,819,units,92.26,96.41,2.43,karnataka,,90.42,0.2322
KA-BDR-034,karnataka,15.405999,76.872527,SKU-003393,Rice (50kg bags),Food Supply,16055,kg,813.18,861.97,1.47,karnataka,,800.29,0.1081
KA-BDR-034,karnataka,15.405999,76.872527,SKU-003394,Rice (50kg bags),Food Supply,12736,kg,702.88,745.05,1.17,karnataka,,690.17,0.0686
KA-BDR-034,karnataka,15.405999,76.872527,SKU-003395,First Aid Kits,Medical,1663,units,102.19,108.32,2.73,karnataka,,91.87,0.1029
KA-BDR-034,karnataka,15.405999,76.872527,SKU-003396,Packaged Meals (MRE kits),Food Supply,834,units,872.13,754.79,1.47,karnataka,,885.14,0.3017
KA-BDR-034,karnataka,15.405999,76.872527,SKU-003397,First Aid Kits,Medical,1385,units,88.68,94.0,2.82,karnataka,,79.05,0.1458
KA-BDR-034,karnataka,15.405999,76.872527,SKU-003398,First Aid Kits,Medical,326,units,101.53,95.17,2.92,karnataka,,100.02,0.2598
